country_code,state_code,region,city,Political_Region
ESP,29,Madrid,Madrid,Southern Europe
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,CA,"Orange County, California",Foothill Ranch,USA - West
USA,CO,Denver,Lakewood,USA - West
USA,GA,Atlanta,Atlanta,USA - South
USA,CT,CT - Other,Washington Depot,USA - Northeast
USA,MN,Minneapolis,Eagan,USA - Midwest
NOR,12,Oslo,Oslo,Northern Europe
CAN,ON,Ottawa,Ottawa,North America
ISR,4,Netanya,Caesarea,Middle East
USA,NY,New York City,New York,USA - Northeast
FIN,13,Helsinki,Helsinki,Northern Europe
HKG,Unknown,Wan Chai,Wan Chai,East Asia
GHA,1,Accra,Accra,West Africa
GBR,E4,GBR - Other,Laindon,Western Europe
TUR,34,Istanbul,Istanbul,Middle East
POL,78,Warsaw,Warsaw,Eastern Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,IL,Chicago,Chicago,USA - Midwest
USA,MD,MD - Other,Takoma Park,USA - South
USA,OH,Cleveland,Cleveland,USA - Midwest
USA,NY,"Rochester, New York",Rochester,USA - Northeast
USA,MA,Boston,Waltham,USA - Northeast
USA,CA,SF Bay Area,Fremont,USA - West
USA,NC,Greensboro,Greensboro,USA - South
USA,WA,Seattle,Seattle,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
USA,FL,Fort Myers,Punta Gorda,USA - South
USA,CA,Los Angeles,Westlake Village,USA - West
USA,TX,Houston,Houston,USA - South
USA,MA,Boston,Boston,USA - Northeast
USA,TN,TN - Other,Utah,USA - South
USA,TX,Dallas,Plano,USA - South
USA,VA,"Washington, D.C.",Fairfax,USA - South
USA,CA,San Diego,San Diego,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NV,Las Vegas,Las Vegas,USA - West
USA,CA,San Diego,San Diego,USA - West
CAN,ON,Toronto,Toronto,North America
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,MN,MN - Other,Hamel,USA - Midwest
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
USA,CA,"Orange County, California",Tustin,USA - West
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Cambridge,USA - Northeast
FRA,A8,Paris,Paris,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Cape Cod,Sandwich,USA - Northeast
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,WA,Seattle,Kirkland,USA - West
USA,CT,Hartford,Branford,USA - Northeast
EST,1,Tallinn,Tallinn,Northern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
GBR,H9,London,London,Western Europe
GBR,H4,GBR - Other,Enderby,Western Europe
CHL,12,Santiago,Santiago,South America
IND,7,New Delhi,New Delhi,South Asia
USA,NC,Raleigh,Durham,USA - South
USA,IL,Chicago,Chicago,USA - Midwest
AUS,7,Melbourne,Melbourne,Oceania
USA,MD,"Washington, D.C.",Chevy Chase,USA - South
CHN,30,Shenzhen,Shenzhen,East Asia
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,MI,Detroit,Royal Oak,USA - Midwest
USA,CO,Colorado Springs,Colorado Springs,USA - West
USA,AL,Birmingham,Birmingham,USA - South
ESP,56,Barcelona,Barcelona,Southern Europe
USA,IA,Cedar Rapids,Cedar Rapids,USA - Midwest
GBR,Unknown,Unknown,Unknown,Western Europe
USA,GA,Savannah,Brunswick,USA - South
JPN,40,Tokyo,Tokyo,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Fremont,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Jose,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,LA,LA - Other,Church Point,USA - South
KOR,11,Seoul,Seoul,East Asia
USA,CA,San Diego,San Diego,USA - West
IND,2,Hyderabad,Hyderabad,South Asia
USA,NY,New York City,New York,USA - Northeast
IND,2,Hyderabad,Hyderabad,South Asia
USA,OH,OH - Other,Athens,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Burlingame,USA - West
CAN,NS,Fredericton,Fredericton,North America
Unknown,Unknown,Unknown,Unknown,Unknown
SGP,Unknown,Singapore,Singapore,Southeast Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MD,Baltimore,Annapolis,USA - South
USA,MN,Minneapolis,Minneapolis,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
FRA,A8,Paris,Paris,Western Europe
DEU,13,DEU - Other,Deutsch,Western Europe
USA,WA,Seattle,Seattle,USA - West
USA,MA,Boston,Boston,USA - Northeast
USA,CA,Los Angeles,Santa Monica,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MD,"Washington, D.C.",Potomac,USA - South
USA,TX,Dallas,Dallas,USA - South
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,VA,"Washington, D.C.",Vienna,USA - South
GBR,I2,Manchester,Manchester,Western Europe
USA,VA,"Washington, D.C.",Arlington,USA - South
CHN,Unknown,Unknown,Unknown,East Asia
DNK,17,DNK - Other,Hvidovre,Northern Europe
USA,MN,Minneapolis,Minneapolis,USA - Midwest
USA,CA,San Diego,Escondido,USA - West
USA,MD,"Washington, D.C.",Bethesda,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
AUT,9,Vienna,Vienna,Central Europe
BRA,2,Sao Paulo,São Paulo,Latin America
USA,NY,Bowling Green,Albany,USA - Northeast
CHN,4,CHN - Other,Nantong,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
USA,IL,Chicago,Park Ridge,USA - Midwest
USA,NC,Raleigh,Morrisville,USA - South
USA,SC,Greenville - Spartanburg,Greenville,USA - South
USA,CA,SF Bay Area,Martinez,USA - West
ESP,56,Barcelona,Barcelona,Southern Europe
USA,IA,Cedar Rapids,Waterloo,USA - Midwest
USA,NY,New York City,West Nyack,USA - Northeast
ITA,7,Rome,Rome,Southern Europe
USA,CA,SF Bay Area,San Jose,USA - West
KEN,5,Nairobi,Nairobi,East Africa
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NC,Charlotte,Charlotte,USA - South
GBR,H9,London,London,Western Europe
ISR,5,Tel Aviv,Herzliya,Middle East
USA,ID,Boise,Boise,USA - West
CAN,ON,Toronto,Toronto,North America
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Ft. Lauderdale,Davie,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
USA,AR,Fayetteville,Fayetteville,USA - South
USA,MA,Boston,Boston,USA - Northeast
USA,CA,Los Angeles,Santa Monica,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WI,Green Bay,De Pere,USA - Midwest
USA,MA,Boston,Boston,USA - Northeast
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
USA,NC,Raleigh,Morrisville,USA - South
USA,TX,Houston,Houston,USA - South
AUT,3,AUT - Other,Brand,Central Europe
CAN,BC,Vancouver,Vancouver,North America
IND,16,Mumbai,Mumbai,South Asia
USA,RI,Providence,Providence,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
CHN,7,Xiamen,Xiamen,East Asia
USA,CA,SF Bay Area,Newark,USA - West
NOR,4,NOR - Other,Tofte,Northern Europe
USA,TX,Austin,Austin,USA - South
CHN,30,Shenzhen,Shenzhen,East Asia
USA,CA,SF Bay Area,Santa Clara,USA - West
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,TX,Austin,Austin,USA - South
NOR,12,Oslo,Oslo,Northern Europe
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,AZ,Phoenix,Scottsdale,USA - West
USA,GA,"Albany, Georgia",Valdosta,USA - South
USA,CA,SF Bay Area,San Mateo,USA - West
USA,NY,New York City,New York,USA - Northeast
GBR,C3,London,Cambridge,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Tampa,Largo,USA - South
USA,FL,Jacksonville,Fernandina Beach,USA - South
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
USA,CT,Hartford,Stamford,USA - Northeast
FRA,A8,Paris,Paris,Western Europe
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,CA,Anaheim,Irvine,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Pleasanton,USA - West
USA,CO,Denver,Louisville,USA - West
USA,NY,New York City,Staten Island,USA - Northeast
FRA,A8,Paris,Paris,Western Europe
USA,NJ,Newark,Hoboken,USA - Northeast
USA,TX,Dallas,Dallas,USA - South
USA,MA,MA - Other,Wilbraham,USA - Northeast
USA,NJ,Newark,Hoboken,USA - Northeast
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Southborough,USA - Northeast
USA,GA,Atlanta,Atlanta,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
GBR,H9,London,London,Western Europe
USA,CA,Los Angeles,Beverly Hills,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Foster City,USA - West
USA,NM,Albuquerque,Albuquerque,USA - West
USA,NJ,Newark,Woodbridge,USA - Northeast
USA,CA,SF Bay Area,San Carlos,USA - West
USA,CA,Los Angeles,Torrance,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
IND,19,Bangalore,Bangalore,South Asia
VEN,Unknown,COL - Other,Caracas,South America
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
FRA,99,FRA - Other,Honfleur,Western Europe
USA,WA,Seattle,Bellevue,USA - West
USA,MA,Boston,North Andover,USA - Northeast
USA,FL,Palm Beaches,Boca Raton,USA - South
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
USA,KY,Louisville,Louisville,USA - South
USA,CA,SF Bay Area,Redwood City,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,HI,Honolulu,Honolulu,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,CA,SF Bay Area,Los Altos,USA - West
FRA,A8,Ã‰vry,Évry,Western Europe
CAN,ON,Toronto,Toronto,North America
USA,TX,Corpus Christi,Corpus Christi,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,U3,Dundee,Dundee,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Cambridge,USA - Northeast
USA,NY,Long Island,Uniondale,USA - Northeast
USA,FL,Orlando,Lake Mary,USA - South
CAN,QC,Montreal,Montréal,North America
USA,CA,Los Angeles,Santa Monica,USA - West
TWN,3,Taiwan,Taipei,East Asia
USA,NC,Winston-Salem,Winston Salem,USA - South
USA,NY,Buffalo,Buffalo,USA - Northeast
USA,UT,Salt Lake City,Orem,USA - West
USA,NY,New York City,New York,USA - Northeast
JOR,16,Amman,Amman,Middle East
USA,SC,"Charleston, South Carolina",Mount Pleasant,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
IND,19,Bangalore,Bangalore,South Asia
USA,WA,Seattle,Seattle,USA - West
USA,FL,Ft. Lauderdale,Hollywood,USA - South
USA,FL,Florida's Space Coast,Palm Bay,USA - South
ESP,56,Barcelona,Barcelona,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
GBR,A7,Birmingham,Birmingham,Western Europe
GBR,V8,Bellshill,Bellshill,Western Europe
GBR,C3,GBR - Other,Babraham,Western Europe
ITA,9,Milan,Milan,Southern Europe
DEU,2,Munich,Munich,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Lexington,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NV,Las Vegas,Las Vegas,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,ON,Ottawa,Kingston,North America
USA,NC,Raleigh,Cary,USA - South
KOR,11,Seoul,Seoul,East Asia
USA,NY,New York City,New York,USA - Northeast
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,IA,Des Moines,West Des Moines,USA - Midwest
USA,CA,San Diego,San Diego,USA - West
USA,OR,"Salem, Oregon",Turner,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,PA,PA - Other,Mill Hall,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
ITA,7,Rome,Rome,Southern Europe
USA,CA,SF Bay Area,Campbell,USA - West
IDN,4,Jakarta,Jakarta,Southeast Asia
HKG,Unknown,Causeway Bay,Causeway Bay,East Asia
CHL,12,Santiago,Santiago,South America
USA,CO,Denver,Broomfield,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CO,Denver,Denver,USA - West
USA,MA,Boston,Woburn,USA - Northeast
FRA,A8,Paris,Paris,Western Europe
USA,FL,Palm Beaches,Delray Beach,USA - South
USA,WA,Seattle,Seattle,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NJ,Newark,Bernardsville,USA - Northeast
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Menlo Park,USA - West
USA,CO,Denver,Boulder,USA - West
ARG,7,Buenos Aires,Buenos Aires,South America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TN,Nashville,Nashville,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,FL,"Naples, Florida",Naples,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
USA,TX,Austin,Austin,USA - South
USA,NY,New York City,New York,USA - Northeast
ESP,29,Madrid,Madrid,Southern Europe
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,Brooklyn,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,Unknown,Unknown,Unknown,East Asia
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
USA,MA,Boston,Boston,USA - Northeast
USA,CA,Sacramento,Sacramento,USA - West
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,VT,VT - Other,Rutland,USA - Northeast
USA,CA,CA - Other,Lucerne Valley,USA - West
KEN,5,Nairobi,Nairobi,East Africa
RUS,48,Moscow,Moscow,Eastern Europe
USA,CA,San Diego,San Diego,USA - West
MEX,9,Mexico City,Mexico City,Latin America
USA,IL,Chicago,Warrenville,USA - Midwest
USA,CA,San Diego,La Jolla,USA - West
USA,NJ,Newark,Mount Arlington,USA - Northeast
KOR,11,Seoul,Seoul,East Asia
AUS,2,AUS - Other,Ryde,Oceania
USA,VA,"Washington, D.C.",Reston,USA - South
USA,FL,Miami,Miami,USA - South
FIN,15,Turku,Turku,Northern Europe
AUS,8,Perth,Perth,Oceania
FRA,B9,FRA - Other,Le Petit Paris,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
BRA,23,Porto Alegre,Porto Alegre,Latin America
TUR,17,Ã‡an,Çan,Middle East
USA,CA,San Diego,San Diego,USA - West
USA,CA,SF Bay Area,Foster City,USA - West
DEU,4,Hamburg,Hamburg,Western Europe
USA,IN,IN - Other,New Albany,USA - Midwest
USA,CA,Napa Valley,Napa,USA - West
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
NLD,7,NLD - Other,Zaanstad,Western Europe
USA,NY,Long Island,Uniondale,USA - Northeast
USA,NH,"Manchester, New Hampshire",Goffstown,USA - Northeast
FIN,15,JyvÃ¤skylÃ¤,Jyväskylä,Northern Europe
USA,NV,Las Vegas,Las Vegas,USA - West
USA,NY,New York City,New York,USA - Northeast
EGY,14,EGY - Other,Ramadan City,North Africa
DNK,Unknown,Unknown,Unknown,Northern Europe
KEN,5,Nairobi,Nairobi,East Africa
USA,AZ,Phoenix,Scottsdale,USA - West
GBR,H9,London,London,Western Europe
USA,VA,Richmond,Richmond,USA - South
GBR,H9,London,London,Western Europe
USA,NY,New York City,Hawthorne,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Marblehead,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Sunnyvale,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,"Washington, D.C.",Fairfax,USA - South
ISR,5,Tel Aviv,Tel Aviv,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
ZAF,Unknown,Cape Town,Cape Town,Southern Africa
USA,PA,Philadelphia,Radnor,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,FL - Other,Saint Cloud,USA - South
IND,19,Bangalore,Bangalore,South Asia
USA,MD,Baltimore,Savage,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,H9,London,London,Western Europe
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,MA,Boston,Boston,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
AUT,9,Vienna,Vienna,Central Europe
DEU,10,Hamburg,Oldenburg In Holstein,Western Europe
USA,CA,SF Bay Area,Redwood City,USA - West
USA,SC,"Charleston, South Carolina",Charleston,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,22,Beijing,Beijing,East Asia
USA,FL,Tampa,Tampa,USA - South
USA,CA,SF Bay Area,Menlo Park,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,PA,Philadelphia,Malvern,USA - Northeast
USA,SC,SC - Other,Texas,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
SRB,2,Belgrade,Belgrade,Eastern Europe
USA,MA,Boston,Boston,USA - Northeast
USA,AZ,Phoenix,Phoenix,USA - West
USA,MD,Baltimore,Belcamp,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Mountain View,USA - West
USA,TX,Houston,Houston,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
USA,GA,Atlanta,Atlanta,USA - South
ESP,56,Barcelona,Barcelona,Southern Europe
USA,MI,Traverse City,Petoskey,USA - Midwest
DEU,1,DEU - Other,Backnang,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,L9,Sheffield,Sheffield,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,San Diego,San Diego,USA - West
USA,CA,Los Angeles,Commerce,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,AB,AB - Other,Canmore,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,San Diego,San Diego,USA - West
USA,MN,Minneapolis,Eden Prairie,USA - Midwest
USA,CA,Ontario - Inland Empire,Ontario,USA - West
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,WA,Seattle,Seattle,USA - West
USA,CA,Anaheim,Newport Beach,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
ESP,56,Barcelona,Barcelona,Southern Europe
CHN,4,CHN - Other,Yangzhou,East Asia
USA,WI,Madison,Madison,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,IA,IA - Other,Winfield,USA - Midwest
USA,UT,Salt Lake City,Salt Lake City,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WA,Seattle,Seattle,USA - West
USA,MA,Boston,Beverly,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,OH,Dayton,Fairborn,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Billerica,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,Unknown,Unknown,Unknown,Middle East
USA,CA,SF Bay Area,San Francisco,USA - West
USA,PA,Philadelphia,Reading,USA - Northeast
USA,CA,San Diego,San Diego,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
IND,10,New Delhi,Gurgaon,South Asia
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,VA,"Washington, D.C.",Dulles,USA - South
USA,TX,Austin,Austin,USA - South
USA,MN,Minneapolis,Saint Paul,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,IL,"Springfield, Illinois",Springfield,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,AZ,Phoenix,Winkelman,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,San Diego,San Diego,USA - West
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,MA,Boston,Boston,USA - Northeast
USA,AL,Huntsville,Huntsville,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,WY,WY - Other,Rock Springs,USA - West
CAN,QC,Montreal,Montréal,North America
USA,CA,San Diego,San Diego,USA - West
AUT,9,Vienna,Vienna,Central Europe
USA,CO,Denver,Aurora,USA - West
USA,FL,Orlando,Orlando,USA - South
USA,CA,San Diego,San Diego,USA - West
USA,TX,Houston,Houston,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Mateo,USA - West
ITA,5,Bologna,Bologna,Southern Europe
USA,NY,New York City,Brooklyn,USA - Northeast
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,NY,New York City,New York,USA - Northeast
GBR,H9,London,London,Western Europe
PAN,8,Panama City,Panama City,Central America
USA,WA,Seattle,Seattle,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
USA,OR,"Portland, Oregon",Portland,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,Anaheim,Orange,USA - West
USA,IL,Chicago,Oak Brook,USA - Midwest
USA,MA,Boston,Boston,USA - Northeast
USA,MA,Boston,Waltham,USA - Northeast
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,TX,Austin,Austin,USA - South
DEU,4,Hamburg,Hamburg,Western Europe
USA,TX,Houston,Houston,USA - South
CHN,23,Shanghai,Shanghai,East Asia
USA,CA,SF Bay Area,San Francisco,USA - West
CHN,2,Hangzhou,Hangzhou,East Asia
USA,CA,SF Bay Area,Cupertino,USA - West
GBR,N1,GBR - Other,Haydock,Western Europe
GBR,N2,Stockport,Stockport,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,El Segundo,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,Brooklyn,USA - Northeast
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,TN,Nashville,Franklin,USA - South
DEU,16,Berlin,Berlin,Western Europe
USA,CO,Denver,Longmont,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Florida's Space Coast,Melbourne Beach,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
JOR,16,Amman,Amman,Middle East
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Orlando,Orlando,USA - South
USA,OK,Oklahoma City,Oklahoma City,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,X5,Cardiff,Cardiff,Western Europe
USA,VA,VA - Other,North Tazewell,USA - South
BRA,2,Sao Paulo,São Paulo,Latin America
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
BRA,18,Curitiba,Curitiba,Latin America
USA,TX,Austin,Pflugerville,USA - South
USA,GA,"Columbus, Georgia",West Point,USA - South
USA,CA,SF Bay Area,Mountain View,USA - West
USA,MN,Minneapolis,Saint Paul,USA - Midwest
RUS,48,Moscow,Moscow,Eastern Europe
USA,CO,Denver,Boulder,USA - West
ISR,5,ISR - Other,Glil Yam,Middle East
USA,PA,Philadelphia,Philadelphia,USA - Northeast
USA,CA,Los Angeles,Los Angeles,USA - West
USA,PA,Philadelphia,Berwyn,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
ESP,58,A Coruna,A Coruña,Southern Europe
USA,CA,SF Bay Area,Mountain View,USA - West
USA,PA,Philadelphia,King Of Prussia,USA - Northeast
GRC,35,Athens,Athens,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Houston,Houston,USA - South
USA,AL,AL - Other,Enterprise,USA - South
AUS,2,Sydney,Surry Hills,Oceania
IND,25,Chennai,Chennai,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
